         1           1
35001.0000  0.0000E+00
35001.3333  1.3126E+04
35001.6667  3.6711E+04
35002.0000  1.4222E+05
35002.3333  4.6730E+05
35002.6667  4.9039E+05
35003.0000  5.0538E+05
35003.3333  5.3223E+05
35003.6667  5.4586E+05
35004.0000  5.6464E+05
35004.3333  5.7053E+05
35004.6667  5.9118E+05
35005.0000  6.5928E+05
35005.3333  8.2105E+05
35005.6667  1.1856E+06
35006.0000  2.6952E+06
35006.3333  2.8803E+06
35006.6667  2.8896E+06
35007.0000  2.9995E+06
35007.3333  3.0735E+06
35007.6667  3.1423E+06
35008.0000  3.1652E+06
35008.3333  3.2819E+06
35008.6667  3.4582E+06
35009.0000  3.5284E+06
35009.3333  3.5794E+06
35009.6667  3.6367E+06
35010.0000  3.6854E+06
35010.3333  3.7221E+06
35010.6667  3.7431E+06
35011.0000  3.8213E+06
35011.3333  3.8686E+06
35011.6667  4.0269E+06
35012.0000  4.8482E+06
35012.3333  5.5262E+06
35012.6667  5.6256E+06
35013.0000  5.7156E+06
35013.3333  5.9348E+06
35013.6667  7.6827E+06
35014.0000  7.8350E+06
35014.3333  7.8674E+06
35014.6667  7.8880E+06
35015.0000  7.9049E+06
35015.3333  7.9208E+06
35015.6667  7.9398E+06
35016.0000  8.0582E+06
35016.3333  8.1520E+06
35016.6667  8.1586E+06
35017.0000  8.1710E+06
35017.3333  8.3108E+06
35017.6667  1.1729E+07
35018.0000  1.2927E+07
35018.3333  1.2980E+07
35018.6667  1.2996E+07
35019.0000  1.3066E+07
35019.3333  1.3080E+07
35019.6667  1.3098E+07
35020.0000  1.3311E+07
35020.3333  1.3733E+07
35020.6667  1.4112E+07
35021.0000  1.4114E+07
35021.3333  1.4172E+07
35021.6667  1.4155E+07
35022.0000  1.4177E+07
35022.3333  1.4334E+07
35022.6667  1.4353E+07
35023.0000  1.4512E+07
35023.3333  1.4558E+07
35023.6667  1.4677E+07
35024.0000  1.4911E+07
35024.3333  1.4925E+07
35024.6667  1.5011E+07
35025.0000  1.5007E+07
35025.3333  1.4994E+07
35025.6667  1.4978E+07
35026.0000  1.4963E+07
35026.3333  1.4951E+07
35026.6667  1.4928E+07
35027.0000  1.4959E+07
35027.3333  1.4991E+07
35027.6667  1.5128E+07
35028.0000  1.5252E+07
35028.3333  1.5294E+07
35028.6667  1.5282E+07
35029.0000  1.5308E+07
35029.3333  1.5301E+07
35029.6667  1.5295E+07
35030.0000  1.5304E+07
35030.3333  1.5300E+07
35030.6667  1.5280E+07
35031.0000  1.5265E+07
35031.3333  1.5261E+07
35031.6667  1.5244E+07
35032.0000  1.5256E+07
35032.3333  1.5273E+07
35032.6667  1.5261E+07
35033.0000  1.5248E+07
35033.3333  1.5243E+07
35033.6667  1.5235E+07
35034.0000  1.5269E+07
35034.3333  1.5317E+07
35034.6667  1.5392E+07
35035.0000  1.5558E+07
35035.3333  1.5549E+07
35035.6667  1.5564E+07
35036.0000  1.5690E+07
35036.3333  1.5808E+07
35036.6667  1.6535E+07
35037.0000  1.7855E+07
35037.3333  1.8870E+07
35037.6667  1.9015E+07
35038.0000  1.9348E+07
35038.3333  1.9354E+07
35038.6667  1.9350E+07
35039.0000  1.9342E+07
35039.3333  1.9332E+07
35039.6667  1.9303E+07
35040.0000  1.9287E+07
35040.3333  1.9415E+07
35040.6667  1.9392E+07
35041.0000  1.9374E+07
35041.3333  1.9396E+07
35041.6667  1.9360E+07
35042.0000  1.9349E+07
35042.3333  1.9325E+07
35042.6667  1.9617E+07
35043.0000  1.9640E+07
35043.3333  1.9603E+07
35043.6667  1.9620E+07
35044.0000  1.9693E+07
35044.3333  1.9689E+07
35044.6667  2.7761E+07
35045.0000  3.7257E+07
35045.3333  4.1390E+07
35045.6667  4.2989E+07
35046.0000  4.2997E+07
35046.3333  4.2990E+07
35046.6667  4.2972E+07
35047.0000  4.3257E+07
35047.3333  4.3123E+07
35047.6667  4.3004E+07
35048.0000  4.3006E+07
35048.3333  4.3045E+07
35048.6667  4.4288E+07
35049.0000  4.4277E+07
35049.3333  4.4214E+07
35049.6667  4.4060E+07
35050.0000  4.3905E+07
35050.3333  4.3785E+07
35050.6667  4.3643E+07
35051.0000  4.3511E+07
35051.3333  4.5232E+07
35051.6667  4.6248E+07
35052.0000  4.6164E+07
35052.3333  4.6059E+07
35052.6667  4.5953E+07
35053.0000  4.5797E+07
35053.3333  4.5731E+07
35053.6667  4.5595E+07
35054.0000  4.5512E+07
35054.3333  4.5431E+07
35054.6667  4.5284E+07
35055.0000  4.5138E+07
35055.3333  4.4997E+07
35055.6667  4.4821E+07
35056.0000  4.4651E+07
35056.3333  4.4486E+07
35056.6667  4.4320E+07
35057.0000  4.4166E+07
35057.3333  4.4110E+07
35057.6667  4.4231E+07
35058.0000  5.2253E+07
35058.3333  5.2176E+07
35058.6667  6.5660E+07
35059.0000  6.7144E+07
35059.3333  7.5137E+07
35059.6667  7.6605E+07
35060.0000  7.6251E+07
35060.3333  8.2149E+07
35060.6667  8.7297E+07
35061.0000  8.6948E+07
35061.3333  8.6667E+07
35061.6667  8.6477E+07
35062.0000  8.6178E+07
35062.3333  8.6221E+07
35062.6667  8.5755E+07
35063.0000  8.5309E+07
35063.3333  8.4853E+07
35063.6667  8.4392E+07
35064.0000  8.3936E+07
35064.3333  8.3476E+07
35064.6667  8.3017E+07
35065.0000  8.2561E+07
35065.3333  8.2097E+07
35065.6667  8.1646E+07
35066.0000  8.1210E+07
35066.3333  8.0817E+07
35066.6667  8.0433E+07
35067.0000  8.0018E+07
35067.3333  7.9609E+07
35067.6667  7.9188E+07
35068.0000  7.8813E+07
35068.3333  7.8414E+07
35068.6667  7.7992E+07
35069.0000  7.7581E+07
35069.3333  7.7198E+07
35069.6667  7.6842E+07
35070.0000  7.6448E+07
35070.3333  7.6047E+07
35070.6667  7.5639E+07
35071.0000  7.5240E+07
35071.3333  7.4845E+07
35071.6667  7.4477E+07
35072.0000  7.4100E+07
35072.3333  7.3718E+07
35072.6667  7.3327E+07
35073.0000  7.2947E+07
35073.3333  7.2573E+07
35073.6667  7.2240E+07
35074.0000  7.1917E+07
35074.3333  7.1576E+07
35074.6667  7.1238E+07
35075.0000  7.0911E+07
35075.3333  7.0575E+07
35075.6667  7.0234E+07
35076.0000  6.9913E+07
35076.3333  6.9587E+07
35076.6667  6.9272E+07
35077.0000  6.8955E+07
35077.3333  6.8633E+07
35077.6667  6.8287E+07
35078.0000  6.7951E+07
35078.3333  6.7631E+07
35078.6667  6.7304E+07
35079.0000  6.7008E+07
35079.3333  6.6718E+07
35079.6667  6.6451E+07
35080.0000  6.6306E+07
35080.3333  6.6023E+07
35080.6667  6.5732E+07
35081.0000  6.5689E+07
35081.3333  6.5442E+07
35081.6667  6.5237E+07
35082.0000  6.5381E+07
35082.3333  6.5113E+07
35082.6667  6.4819E+07
35083.0000  6.4548E+07
35083.3333  6.4461E+07
35083.6667  6.4171E+07
35084.0000  6.4424E+07
35084.3333  6.4801E+07
35084.6667  6.4774E+07
35085.0000  6.4469E+07
35085.3333  6.4266E+07
35085.6667  6.4673E+07
35086.0000  6.4416E+07
35086.3333  6.4225E+07
35086.6667  6.4651E+07
35087.0000  6.4431E+07
35087.3333  6.4215E+07
35087.6667  6.4047E+07
35088.0000  6.3888E+07
35088.3333  6.3716E+07
35088.6667  6.3456E+07
35089.0000  6.3213E+07
35089.3333  6.2951E+07
35089.6667  6.2683E+07
35090.0000  6.2465E+07
35090.3333  6.2265E+07
35090.6667  6.1971E+07
35091.0000  6.1682E+07
35091.3333  6.1384E+07
35091.6667  6.1101E+07
35092.0000  6.0848E+07
35092.3333  6.0597E+07
35092.6667  6.0530E+07
35093.0000  6.1805E+07
35093.3333  6.6963E+07
35093.6667  7.0261E+07
35094.0000  7.0080E+07
35094.3333  7.0136E+07
35094.6667  6.9951E+07
35095.0000  6.9612E+07
35095.3333  6.9275E+07
35095.6667  6.8925E+07
35096.0000  6.8588E+07
35096.3333  6.8253E+07
35096.6667  6.7912E+07
35097.0000  6.7684E+07
35097.3333  6.7586E+07
35097.6667  6.7390E+07
35098.0000  6.7110E+07
35098.3333  6.6788E+07
35098.6667  6.6471E+07
35099.0000  6.6156E+07
35099.3333  6.5827E+07
35099.6667  6.5508E+07
35100.0000  6.5208E+07
35100.3333  6.4888E+07
35100.6667  6.4569E+07
35101.0000  6.4260E+07
35101.3333  6.3962E+07
35101.6667  6.3770E+07
35102.0000  6.3587E+07
35102.3333  6.3331E+07
35102.6667  6.3090E+07
35103.0000  6.4270E+07
35103.3333  6.6922E+07
35103.6667  6.9851E+07
35104.0000  7.0608E+07
35104.3333  7.0255E+07
35104.6667  6.9902E+07
35105.0000  6.9580E+07
35105.3333  6.9281E+07
35105.6667  6.9145E+07
35106.0000  6.8937E+07
35106.3333  6.8633E+07
35106.6667  6.8308E+07
35107.0000  6.8013E+07
35107.3333  6.7697E+07
35107.6667  6.7373E+07
35108.0000  6.7062E+07
35108.3333  6.6741E+07
35108.6667  6.6419E+07
35109.0000  6.6112E+07
35109.3333  6.5812E+07
35109.6667  6.5515E+07
35110.0000  6.5260E+07
35110.3333  6.6158E+07
35110.6667  6.8804E+07
35111.0000  6.8973E+07
35111.3333  6.8880E+07
35111.6667  6.9068E+07
35112.0000  6.9299E+07
35112.3333  6.8991E+07
35112.6667  6.8675E+07
35113.0000  7.0784E+07
35113.3333  7.4655E+07
35113.6667  7.6715E+07
35114.0000  7.7385E+07
35114.3333  7.8422E+07
35114.6667  7.8355E+07
35115.0000  7.8047E+07
35115.3333  7.7701E+07
35115.6667  7.7317E+07
35116.0000  7.7006E+07
35116.3333  7.6658E+07
35116.6667  7.6287E+07
35117.0000  7.5961E+07
35117.3333  7.5576E+07
35117.6667  7.5218E+07
35118.0000  7.4907E+07
35118.3333  7.4526E+07
35118.6667  7.4161E+07
35119.0000  7.3782E+07
35119.3333  7.3407E+07
35119.6667  7.3121E+07
35120.0000  7.2818E+07
35120.3333  7.2448E+07
35120.6667  7.2092E+07
35121.0000  7.1738E+07
35121.3333  7.1364E+07
35121.6667  7.1007E+07
35122.0000  7.0682E+07
35122.3333  7.0353E+07
35122.6667  7.0144E+07
35123.0000  7.2121E+07
35123.3333  7.1774E+07
35123.6667  7.1479E+07
35124.0000  7.1151E+07
35124.3333  7.1456E+07
35124.6667  7.1244E+07
35125.0000  7.1241E+07
35125.3333  7.1092E+07
35125.6667  7.1807E+07
35126.0000  7.1533E+07
35126.3333  7.1220E+07
35126.6667  7.2328E+07
35127.0000  7.2015E+07
35127.3333  7.2949E+07
35127.6667  7.3771E+07
35128.0000  7.3841E+07
35128.3333  7.3635E+07
35128.6667  7.3312E+07
35129.0000  7.3011E+07
35129.3333  7.2662E+07
35129.6667  7.2314E+07
35130.0000  7.1953E+07
35130.3333  7.1585E+07
35130.6667  7.1308E+07
35131.0000  7.1152E+07
35131.3333  7.0787E+07
35131.6667  7.0472E+07
35132.0000  7.0162E+07
35132.3333  6.9813E+07
35132.6667  6.9814E+07
35133.0000  7.1012E+07
35133.3333  7.1067E+07
35133.6667  7.0750E+07
35134.0000  7.0392E+07
35134.3333  7.0045E+07
35134.6667  7.0653E+07
35135.0000  7.0477E+07
35135.3333  7.0119E+07
35135.6667  6.9819E+07
35136.0000  6.9479E+07
35136.3333  6.9166E+07
35136.6667  6.8843E+07
35137.0000  6.8798E+07
35137.3333  6.8459E+07
35137.6667  6.8156E+07
35138.0000  7.1038E+07
35138.3333  7.1038E+07
35138.6667  7.0870E+07
35139.0000  7.0569E+07
35139.3333  7.0238E+07
35139.6667  6.9906E+07
35140.0000  6.9577E+07
35140.3333  6.9229E+07
35140.6667  6.9299E+07
35141.0000  6.9441E+07
35141.3333  6.9087E+07
35141.6667  6.8740E+07
35142.0000  6.8394E+07
35142.3333  6.8052E+07
35142.6667  6.7734E+07
35143.0000  6.8312E+07
35143.3333  6.8236E+07
35143.6667  6.8176E+07
35144.0000  6.7923E+07
35144.3333  6.7617E+07
35144.6667  6.7315E+07
35145.0000  6.7039E+07
35145.3333  6.6715E+07
35145.6667  6.6401E+07
35146.0000  6.6189E+07
35146.3333  6.5867E+07
35146.6667  6.5562E+07
35147.0000  6.5401E+07
35147.3333  6.5359E+07
35147.6667  6.5232E+07
35148.0000  6.4950E+07
35148.3333  6.4630E+07
35148.6667  6.4354E+07
35149.0000  6.4214E+07
35149.3333  6.4041E+07
35149.6667  6.3878E+07
35150.0000  6.3614E+07
35150.3333  6.3528E+07
35150.6667  6.3384E+07
35151.0000  6.3120E+07
35151.3333  6.2820E+07
35151.6667  6.2553E+07
35152.0000  6.2650E+07
35152.3333  6.2609E+07
35152.6667  6.2437E+07
