"",-16.000,-15.900,-15.800,-15.700,-15.600,-15.500,-15.400,-15.300,-15.200,-15.100,-15.000,-14.900,-14.800,-14.700,-14.600,-14.500,-14.400,-14.300,-14.200,-14.100,-14.000,-13.900,-13.800,-13.700,-13.600,-13.500,-13.400,-13.300,-13.200,-13.100,-13.000,-12.900,-12.800,-12.700,-12.600,-12.500,-12.400,-12.300,-12.200,-12.100,-12.000,-11.900,-11.800,-11.700,-11.600,-11.500,-11.400,-11.300,-11.200,-11.100,-11.000,-10.900,-10.800,-10.700,-10.600,-10.500,-10.400,-10.300,-10.200,-10.100,-10.000,-9.900,-9.800,-9.700,-9.600,-9.500,-9.400,-9.300,-9.200,-9.100,-9.000,-8.900,-8.800,-8.700,-8.600,-8.500,-8.400,-8.300,-8.200,-8.100,-8.000,-7.900,-7.800,-7.700,-7.600,-7.500,-7.400,-7.300,-7.200,-7.100,-7.000,-6.900,-6.800,-6.700,-6.600,-6.500,-6.400,-6.300,-6.200,-6.100,-6.000,-5.900,-5.800,-5.700,-5.600,-5.500,-5.400,-5.300,-5.200,-5.100,-5.000,-4.900,-4.800,-4.700,-4.600,-4.500,-4.400,-4.300,-4.200,-4.100,-4.000,-3.900,-3.800,-3.700,-3.600,-3.500,-3.400,-3.300,-3.200,-3.100,-3.000,-2.900,-2.800,-2.700,-2.600,-2.500,-2.400,-2.300,-2.200,-2.100,-2.000,-1.900,-1.800,-1.700,-1.600,-1.500,-1.400,-1.300,-1.200,-1.100,-1.000,-0.900,-0.800,-0.700,-0.600,-0.500,-0.400,-0.300,-0.200,-0.100,-0.000
16085.0000,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16085.3333,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16085.6667,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16086.0000,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16086.3333,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16086.6667,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16087.0000,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16087.3333,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16087.6667,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
16088.0000,3.4853E-05,7.4769E-05,3.2407E-06,3.2226E-06,3.2050E-06,3.1880E-06,3.1715E-06,3.1555E-06,3.1399E-06,3.1248E-06,3.1101E-06,1.3935E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,3.1385E-06,3.0818E-06,3.0682E-06,3.0550E-06,3.0421E-06,3.0295E-06,3.0173E-06,3.0053E-06,2.9936E-06,2.9822E-06,2.3976E-06,2.3285E-06,2.3113E-06,2.2952E-06,2.2800E-06,2.2657E-06,2.2521E-06,2.2392E-06,2.2270E-06,2.2154E-06,9.6384E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,2.7225E-06,2.7163E-06,2.7101E-06,2.7041E-06,2.6981E-06,2.6923E-06,2.6865E-06,2.6808E-06,2.6752E-06,2.6697E-06,4.4399E-04,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03,1.7238E-03
